km,abs,airco,price,radio,tow_bar,cd_player,met_color,mistlamps,sport_model,central_lock,metallic_rim,mfr_guarantee,bovag_guarantee,backseat_divider,age_08_04_calculada,fuel_type_encoded
58530.0,1,1,11750.0,0,0,0,0,1,0,1,1,0,1,1,53,2
58377.0,0,1,10950.0,0,0,0,1,1,1,1,1,1,1,1,54,2
58142.0,1,1,11250.0,0,0,0,1,1,0,1,0,1,1,1,55,2
57948.0,1,0,9950.0,0,0,1,1,0,0,0,0,0,1,1,52,2
57645.0,1,1,9700.0,0,0,0,0,1,0,1,0,0,1,1,50,2
57500.0,1,1,11950.0,0,0,0,1,0,0,1,0,0,0,0,46,2
57475.0,1,1,9900.0,0,1,0,0,0,0,0,0,0,1,1,52,2
56743.0,1,1,9990.0,0,0,0,0,1,0,1,0,0,1,1,54,2
56675.0,1,0,9475.0,0,0,1,1,0,0,1,0,0,1,1,47,2
55877.0,1,0,11500.0,0,1,0,1,0,0,0,0,1,1,1,53,2
55500.0,1,1,11950.0,1,1,0,1,1,0,1,0,1,1,0,52,2
54900.0,1,0,11500.0,0,0,0,1,0,0,0,0,1,1,1,54,2
54465.0,1,0,10500.0,0,0,0,0,0,0,0,0,0,1,1,49,2
53700.0,1,0,10900.0,0,0,1,1,0,0,1,0,1,1,1,45,2
53561.0,1,0,11700.0,0,0,1,1,0,0,1,0,1,1,1,51,2
53408.0,1,1,11900.0,0,0,0,1,0,0,1,0,0,0,0,50,2
53268.0,1,1,13950.0,0,0,1,1,0,0,0,0,1,1,1,50,2
53116.0,1,0,10950.0,0,0,1,1,0,0,0,0,0,1,1,48,2
52448.0,1,0,10500.0,0,0,1,0,0,0,0,0,1,1,1,55,2
52149.0,1,0,10750.0,1,0,0,1,0,0,0,1,0,1,0,54,2
52141.0,1,1,11950.0,0,1,0,1,0,0,0,0,1,1,1,54,2
52000.0,1,0,10000.0,0,0,0,0,0,0,0,0,0,0,1,55,2
50967.0,1,0,10495.0,0,0,0,1,0,0,0,0,1,1,1,47,2
50400.0,1,1,11450.0,0,0,0,0,1,0,1,0,1,1,1,49,2
50000.0,1,0,9400.0,0,1,0,1,0,0,0,0,0,1,1,53,2
50000.0,1,1,11950.0,1,0,0,1,0,0,1,0,1,1,0,50,2
49969.0,1,1,9650.0,1,1,0,0,0,0,1,0,0,1,1,52,2
49473.0,1,1,11450.0,1,0,0,0,1,0,1,1,1,1,1,50,2
49432.0,1,1,10250.0,1,1,0,1,0,0,1,0,1,1,1,51,2
49417.0,1,1,11450.0,0,0,0,1,1,0,1,0,1,1,1,47,2
49366.0,1,0,9950.0,0,0,1,1,0,0,0,0,0,1,1,53,2
48731.0,1,0,10500.0,0,0,0,1,1,0,1,1,1,1,1,55,2
48370.0,1,1,13750.0,0,1,1,1,1,0,1,0,0,1,1,53,2
48071.0,1,0,9950.0,0,0,1,0,0,0,0,0,1,1,1,47,2
47852.0,1,0,10250.0,1,0,0,1,0,0,0,0,0,1,1,53,2
47768.0,1,1,10850.0,0,0,1,0,1,0,1,1,1,1,1,53,2
47689.0,1,0,11895.0,1,0,0,0,0,0,0,0,1,1,1,51,2
47451.0,1,1,12950.0,0,1,1,1,1,1,1,1,0,1,1,52,2
47219.0,1,1,11950.0,0,0,1,1,1,0,1,0,1,1,1,49,2
47211.0,1,0,10750.0,0,0,0,1,0,0,0,0,1,1,1,55,2
46856.0,1,0,9550.0,0,0,1,0,0,0,0,0,0,1,1,53,2
46500.0,1,0,10950.0,0,0,0,0,0,0,0,0,1,1,1,55,2
46449.0,1,1,11750.0,0,1,1,1,0,0,1,0,1,1,1,51,2
46391.0,1,0,10950.0,1,0,0,0,0,0,0,0,0,1,0,46,2
46230.0,1,1,12450.0,0,0,1,1,1,0,1,1,1,1,1,53,2
46029.0,1,1,10500.0,1,0,0,1,0,0,0,0,1,1,1,51,2
46000.0,1,0,10900.0,1,0,1,0,0,0,0,0,1,1,1,49,2
45900.0,1,0,12950.0,1,1,0,1,0,0,1,0,1,1,1,49,2
45850.0,1,0,10950.0,0,0,0,0,0,0,0,0,1,1,1,46,2
45336.0,1,1,12500.0,0,0,1,1,1,0,1,1,1,1,1,55,2
44537.0,1,0,9950.0,1,1,0,0,0,0,0,0,0,1,1,54,2
43700.0,1,1,10750.0,1,0,0,1,1,0,1,1,1,1,1,55,2
43120.0,1,1,12500.0,0,0,0,1,1,0,1,0,1,1,1,47,2
41710.0,1,0,10450.0,1,0,0,0,0,0,1,1,1,0,0,48,2
41700.0,1,0,10750.0,0,1,0,1,0,0,1,0,1,1,1,51,2
41636.0,1,1,12950.0,1,1,0,1,0,0,1,0,0,1,0,48,2
41273.0,1,0,10995.0,1,1,0,0,0,0,1,0,1,1,1,49,2
40836.0,1,1,11950.0,0,0,0,0,1,0,1,0,1,1,1,48,2
40400.0,1,0,11250.0,0,1,0,1,0,0,1,0,1,1,1,49,2
40361.0,1,1,11950.0,0,0,0,1,1,1,1,1,0,1,1,46,2
40325.0,1,1,13750.0,0,0,0,0,1,0,1,0,0,1,1,53,2
40000.0,1,1,11000.0,0,0,0,0,1,0,1,0,0,0,1,46,2
39706.0,1,1,13500.0,0,0,1,1,1,0,1,0,0,1,1,49,2
39291.0,0,1,10950.0,0,0,1,1,1,0,1,0,0,1,1,53,2
39000.0,1,0,10750.0,0,0,1,0,0,0,0,0,0,1,1,53,2
38900.0,1,0,8950.0,0,0,1,1,0,0,0,0,0,1,1,46,2
38403.0,1,0,12950.0,0,0,0,0,1,0,1,1,0,1,1,50,2
37461.0,1,0,9750.0,0,0,0,0,0,0,0,0,0,1,1,55,2
37000.0,1,0,10900.0,0,1,1,1,0,0,0,0,1,1,1,53,2
36406.0,1,1,10995.0,0,0,0,1,0,0,1,0,1,1,1,54,2
36005.0,1,1,10750.0,0,0,0,1,1,0,1,0,1,1,1,47,2
36000.0,1,0,10950.0,1,1,0,1,0,0,1,0,0,1,1,51,2
36000.0,1,1,13000.0,0,0,0,0,1,0,1,0,1,1,1,48,2
36000.0,1,0,12950.0,0,0,0,1,0,0,0,0,1,1,1,44,2
35823.0,1,0,11500.0,0,0,0,0,0,0,0,0,1,1,1,51,2
35230.0,1,0,10950.0,0,0,0,0,0,0,0,0,1,1,1,55,2
35142.0,1,1,11710.0,0,0,0,0,1,0,1,0,0,1,1,47,2
34890.0,1,0,9980.0,0,0,1,0,0,0,0,0,1,1,1,48,2
34882.0,1,0,12250.0,0,0,1,1,0,0,0,0,1,1,1,50,2
34000.0,1,1,11500.0,0,0,0,1,0,0,0,0,1,1,1,45,2
33998.0,0,1,11950.0,1,0,1,0,1,0,1,0,1,1,0,55,2
33230.0,1,1,11500.0,0,0,0,0,0,1,1,0,0,1,1,54,2
33021.0,1,1,11900.0,0,0,0,1,1,0,1,0,1,1,1,45,2
31999.0,1,1,11930.0,0,0,0,0,1,0,1,0,0,1,1,48,2
31579.0,1,1,10500.0,0,1,1,0,0,0,1,0,0,1,1,51,2
31000.0,1,0,8950.0,0,0,0,0,0,0,0,0,0,0,0,55,2
30806.0,1,0,10450.0,1,0,0,1,0,0,0,0,1,1,1,45,2
30461.0,1,0,10500.0,0,1,0,1,0,0,0,0,1,1,1,54,2
29686.0,1,1,12950.0,0,1,1,1,1,0,1,1,1,1,1,49,2
29650.0,1,1,9950.0,0,1,0,0,1,1,1,0,0,1,1,54,2
29500.0,1,1,12900.0,0,0,0,1,1,0,1,1,1,1,1,51,2
28656.0,1,1,9950.0,0,0,0,0,0,0,0,0,0,1,0,47,2
27500.0,1,0,9950.0,0,0,0,1,0,0,0,0,1,1,1,54,2
26938.0,1,0,10950.0,0,0,1,1,0,0,1,0,0,0,0,47,2
26624.0,1,0,10950.0,1,1,0,0,0,0,0,0,0,1,1,52,2
26221.0,1,0,9950.0,0,1,0,1,0,0,0,0,0,1,1,46,2
22648.0,1,0,10950.0,1,1,0,1,0,0,1,0,0,1,0,49,2
22500.0,1,1,10800.0,0,0,0,1,0,0,0,0,0,1,1,49,2
19313.0,1,0,10500.0,0,0,0,0,0,0,0,0,0,1,1,55,2
17619.0,0,0,10450.0,0,0,0,0,0,0,0,0,0,1,0,49,2
17069.0,1,0,10600.0,0,0,1,1,0,0,0,0,0,1,1,50,2
15000.0,1,0,10450.0,0,0,0,1,0,0,0,0,1,1,1,47,2
10210.0,1,1,12950.0,0,0,0,0,1,0,1,0,0,1,1,49,2
5309.0,1,1,11250.0,0,1,0,1,0,0,0,0,0,1,1,46,2
31000.0,1,0,8950.0,0,1,0,0,0,0,0,1,0,0,0,51,2
144521.0,1,0,6900.0,0,0,0,1,0,0,0,0,0,0,0,58,1
144000.0,0,1,8450.0,1,0,0,1,0,0,1,1,0,1,0,63,0
140168.0,1,0,7350.0,0,1,0,1,0,1,0,0,0,1,1,64,1
140000.0,1,1,8950.0,0,1,0,1,0,1,1,0,0,1,1,67,2
139800.0,1,0,6900.0,0,0,0,0,0,0,0,0,0,1,1,59,1
137050.0,1,0,8950.0,0,1,1,1,0,1,1,0,0,1,1,58,0
136956.0,1,1,8750.0,0,0,0,0,1,1,1,1,0,1,1,60,2
135337.0,1,1,7950.0,0,0,1,1,1,0,1,1,0,1,1,66,0
133769.0,0,1,8950.0,0,1,0,1,1,0,1,0,0,1,1,63,1
133405.0,1,0,8950.0,0,0,0,1,0,1,1,0,0,1,1,57,1
132807.0,1,1,8950.0,0,0,0,1,0,1,0,0,1,1,1,64,1
132393.0,1,0,7950.0,0,0,0,0,0,1,0,0,0,1,1,63,1
130270.0,1,1,7750.0,1,0,0,0,0,0,1,0,0,1,1,59,2
130000.0,0,0,7500.0,1,0,0,1,0,0,0,0,0,1,0,58,1
127000.0,1,0,8950.0,1,1,0,1,0,1,0,0,1,1,1,66,1
126800.0,1,1,9800.0,0,1,0,0,0,0,0,0,0,1,1,66,1
126452.0,1,0,9450.0,0,0,0,1,0,1,0,0,1,1,1,65,2
125175.0,1,0,8950.0,0,0,0,0,0,0,1,0,0,0,0,61,1
125000.0,1,0,8750.0,0,0,1,1,0,1,0,0,0,1,1,67,1
123000.0,1,0,10500.0,0,0,0,0,0,1,0,0,1,1,1,60,1
121626.0,1,0,7995.0,0,0,0,0,0,1,0,0,0,1,1,58,2
120400.0,1,1,10450.0,0,0,0,0,1,0,1,0,0,1,1,63,2
120000.0,1,0,9950.0,0,0,0,0,0,0,0,0,0,1,0,65,1
119541.0,1,1,9950.0,0,0,0,0,1,0,1,0,0,1,1,67,2
119500.0,1,0,8950.0,0,1,0,1,0,0,1,0,1,0,0,67,2
119289.0,1,0,7950.0,1,0,0,1,0,0,1,0,1,1,0,67,2
118833.0,1,1,10950.0,0,0,0,0,1,1,1,1,1,1,1,56,2
118000.0,1,1,9950.0,0,1,0,1,0,1,0,0,0,1,1,63,1
117955.0,1,1,8600.0,1,0,0,1,0,0,1,0,1,1,0,67,2
117609.0,1,0,7250.0,0,0,0,0,0,1,0,0,0,1,1,64,2
117000.0,1,0,6950.0,0,0,0,0,0,1,0,0,0,1,1,67,1
116000.0,1,0,8000.0,0,0,0,0,1,1,1,0,0,0,1,63,2
115715.0,1,0,9950.0,0,0,0,0,0,0,0,0,0,1,1,57,2
115191.0,1,0,9450.0,0,0,0,1,0,0,0,0,1,1,0,59,0
115071.0,1,1,7950.0,0,1,1,1,1,0,1,0,0,1,1,67,2
115000.0,1,1,9450.0,0,1,0,0,1,0,1,1,0,1,0,62,0
114846.0,1,1,9950.0,0,0,0,1,1,0,1,1,1,1,1,63,2
114383.0,1,0,6950.0,0,0,0,0,0,0,0,0,0,1,0,64,1
113700.0,1,0,8250.0,1,1,0,1,0,0,0,0,1,1,0,58,2
113118.0,1,1,9950.0,0,1,0,1,1,0,1,0,1,1,1,66,2
112827.0,1,1,8250.0,0,0,0,1,1,0,1,1,0,1,1,58,2
112116.0,1,0,9950.0,0,0,0,1,0,1,1,0,1,1,1,67,2
112000.0,1,1,10500.0,0,0,0,1,1,1,1,1,1,1,1,65,2
112000.0,1,0,7950.0,0,0,0,0,0,0,0,0,0,1,0,61,1
111769.0,1,1,9750.0,0,0,0,0,1,1,1,1,1,1,1,64,2
110853.0,1,0,9250.0,0,0,0,1,0,1,0,0,0,1,1,60,2
110287.0,0,0,9500.0,0,0,0,1,0,0,0,0,0,1,0,67,2
109547.0,1,1,9950.0,0,0,1,0,1,0,1,1,1,1,1,61,2
109230.0,1,0,7750.0,0,0,0,0,0,1,0,0,1,1,1,62,2
109150.0,1,1,9500.0,0,0,0,0,1,0,1,0,0,1,1,67,2
108793.0,1,0,9950.0,0,1,0,1,0,0,1,0,1,1,1,66,2
106784.0,1,1,9750.0,0,0,0,0,1,0,1,1,0,1,0,63,2
105942.0,1,1,9750.0,0,0,1,0,1,0,1,1,1,1,1,57,2
105000.0,1,0,5950.0,1,0,0,1,0,0,1,1,0,0,0,58,2
105000.0,1,1,8500.0,0,0,0,0,1,1,1,0,0,0,1,61,2
104299.0,1,0,8495.0,0,0,0,1,0,1,0,0,0,1,1,67,2
104000.0,1,1,9250.0,0,0,0,0,1,0,1,0,1,1,1,66,2
104000.0,0,0,6900.0,0,1,0,1,0,0,0,0,0,0,0,67,2
103458.0,1,1,8950.0,0,0,0,1,1,1,1,0,1,1,1,57,2
103400.0,1,1,9500.0,0,1,0,1,1,0,1,1,0,1,1,62,2
102807.0,1,1,9250.0,0,0,0,0,1,0,1,0,0,1,1,62,2
102494.0,1,1,9895.0,0,1,0,0,1,0,1,0,1,1,1,67,2
102300.0,0,0,9950.0,0,0,0,1,0,0,0,1,1,1,1,56,1
102106.0,1,1,7950.0,0,0,0,0,0,1,1,0,0,1,1,60,2
101889.0,1,1,8750.0,0,0,0,1,1,0,1,0,1,1,1,67,2
101791.0,1,0,8250.0,0,0,0,0,0,1,0,0,0,1,1,56,1
101469.0,1,1,8950.0,0,0,0,1,1,1,1,1,0,1,1,62,2
101001.0,1,1,8950.0,0,0,0,0,1,0,1,1,1,1,1,67,2
100748.0,1,0,8950.0,0,1,0,0,0,1,1,0,0,1,1,60,2
100550.0,1,1,8950.0,0,1,0,1,1,0,1,1,0,1,1,64,2
99781.0,1,0,9450.0,0,0,0,1,0,1,0,0,0,1,1,66,2
98658.0,1,1,8950.0,1,0,0,1,1,0,1,0,0,1,1,58,2
98500.0,1,1,9250.0,0,0,0,1,1,0,1,1,0,0,1,64,2
98291.0,0,0,8750.0,1,0,0,0,0,0,1,0,0,1,0,63,2
97648.0,1,1,9950.0,0,1,0,1,1,1,1,1,1,1,1,60,2
97425.0,1,1,9950.0,1,1,0,1,1,0,1,1,0,1,1,60,2
97173.0,1,0,9900.0,0,0,0,0,0,1,0,0,1,1,1,64,2
97046.0,1,0,8950.0,0,0,0,1,0,0,1,0,0,1,0,65,2
96000.0,1,0,8950.0,0,0,0,1,0,1,1,0,0,1,1,66,2
96000.0,1,0,12250.0,0,0,0,0,0,0,0,0,0,1,0,59,1
95750.0,1,1,9250.0,1,0,0,1,0,0,0,0,0,1,0,66,2
95147.0,0,1,10250.0,0,1,0,1,0,0,1,0,0,1,0,60,2
95000.0,1,0,8950.0,0,1,0,0,0,0,0,0,1,1,1,67,2
95000.0,1,0,7999.0,1,0,0,1,0,0,0,0,0,1,0,64,2
94606.0,1,1,9900.0,0,0,0,0,0,0,1,0,0,0,0,65,2
94504.0,1,0,8250.0,0,0,0,1,0,0,0,0,1,1,0,62,2
93428.0,1,1,10500.0,1,1,0,1,1,0,1,1,0,1,1,64,2
93408.0,1,0,8450.0,0,0,0,0,0,1,0,0,0,1,1,64,2
93296.0,1,1,9900.0,0,0,1,1,1,0,1,0,1,1,1,67,2
93098.0,1,1,10500.0,0,0,0,1,1,0,1,1,1,1,1,61,2
92922.0,1,1,8500.0,0,0,0,1,0,0,0,0,0,1,0,66,1
92498.0,1,1,9500.0,0,0,0,1,0,1,0,0,1,1,1,60,2
92226.0,1,1,9450.0,0,0,0,0,1,1,1,1,0,1,1,64,2
91505.0,1,0,9900.0,0,0,0,0,0,0,0,0,0,1,1,67,1
91333.0,1,1,8250.0,0,0,0,1,0,1,0,0,0,1,1,63,2
91246.0,1,0,8750.0,0,0,0,1,0,1,0,0,0,1,1,64,2
91000.0,1,1,9500.0,0,1,0,1,1,0,1,1,1,1,1,57,2
90727.0,1,0,8450.0,0,0,0,0,0,1,1,0,1,1,1,67,2
90000.0,1,0,8490.0,0,0,0,0,0,1,0,0,0,1,1,61,2
89576.0,0,1,8750.0,1,1,0,0,0,0,0,0,0,0,0,59,2
89145.0,1,1,9750.0,0,0,1,1,1,1,1,1,0,1,1,63,2
89000.0,1,1,9950.0,0,1,0,1,0,0,0,0,0,0,0,62,2
88807.0,1,0,8500.0,0,1,0,0,0,0,1,1,0,1,1,67,2
88685.0,1,0,8450.0,0,0,0,0,0,1,0,0,1,1,1,62,2
88667.0,1,1,7900.0,0,0,0,1,1,0,1,0,1,1,1,61,2
88480.0,1,1,8750.0,0,0,0,1,0,1,0,0,1,1,1,56,2
88127.0,1,0,7950.0,1,0,0,0,0,1,0,0,1,1,1,60,2
88000.0,1,1,6900.0,0,1,0,0,1,0,1,0,0,1,1,61,2
87821.0,1,0,8150.0,0,0,0,1,0,0,0,1,1,1,1,64,2
87654.0,1,0,10995.0,0,0,1,1,0,0,0,0,1,1,1,58,2
86888.0,1,1,8900.0,1,0,0,1,0,1,0,0,0,1,1,58,2
86871.0,0,1,9500.0,0,0,0,1,1,0,1,1,0,1,1,58,2
86714.0,1,1,8950.0,0,1,0,1,0,0,0,0,1,1,0,67,2
85889.0,1,1,11500.0,1,1,0,0,0,0,1,1,0,1,0,64,2
85000.0,1,1,10450.0,1,1,0,1,0,0,0,0,0,0,0,61,2
85000.0,1,1,10500.0,0,0,1,1,1,1,1,1,1,1,1,59,2
84976.0,1,0,9250.0,0,1,0,1,0,0,1,0,1,1,1,67,2
84558.0,1,1,10950.0,0,0,0,1,0,0,1,0,0,1,0,64,2
84549.0,1,1,10450.0,0,0,0,0,1,0,1,1,0,1,1,61,2
84482.0,1,1,9250.0,0,1,0,1,1,0,1,1,0,1,1,67,2
83908.0,1,0,8750.0,1,0,0,1,0,1,0,0,0,1,1,61,2
83560.0,1,0,8750.0,0,1,0,0,0,1,0,1,1,1,1,66,2
83000.0,1,0,9800.0,0,0,0,1,0,1,0,0,1,1,1,67,2
82723.0,1,0,8250.0,0,0,0,0,0,0,0,0,1,1,1,63,2
82421.0,1,1,10450.0,0,1,0,1,1,1,1,1,0,1,1,61,2
82254.0,1,0,9750.0,1,1,0,0,0,0,1,0,0,1,0,57,2
82115.0,0,1,8950.0,1,1,0,1,0,0,1,0,0,1,0,60,2
82000.0,1,0,7450.0,0,1,0,1,0,0,0,0,0,0,1,64,2
81965.0,1,0,8450.0,0,0,0,1,0,0,0,0,1,1,1,67,2
81250.0,0,1,8250.0,0,1,0,0,0,0,1,0,0,0,0,65,2
81192.0,1,1,10950.0,0,0,0,1,1,1,1,1,1,1,1,64,2
81170.0,1,1,8950.0,0,1,0,1,1,0,1,0,1,1,1,60,2
81083.0,1,0,8750.0,0,0,0,0,0,1,0,0,1,1,1,65,2
80714.0,0,0,10450.0,1,0,0,1,0,0,1,0,1,1,0,60,2
80470.0,1,0,10950.0,0,0,0,0,0,1,1,0,1,1,1,56,2
80439.0,1,1,8450.0,0,0,0,1,0,0,1,0,0,1,0,64,2
80430.0,1,1,9950.0,0,0,0,1,1,1,1,1,0,1,1,58,2
80426.0,1,0,9950.0,0,0,0,1,1,0,1,0,1,1,1,67,2
80265.0,0,0,8750.0,0,1,0,0,0,0,0,0,1,1,0,61,2
80153.0,1,1,9950.0,0,1,0,0,0,1,0,0,1,1,1,64,2
80121.0,1,1,9500.0,0,1,0,0,0,1,1,0,1,1,1,67,2
80086.0,1,0,8250.0,0,1,0,1,0,0,0,0,0,1,0,64,2
80000.0,1,1,10950.0,0,0,0,0,1,0,1,1,0,1,1,61,2
80000.0,1,0,7950.0,0,0,0,0,0,0,0,0,0,1,0,59,2
80000.0,1,0,8250.0,0,0,0,1,0,0,0,0,0,1,0,64,2
79858.0,1,1,9895.0,0,0,0,1,1,0,1,0,1,1,1,66,2
79762.0,1,0,9130.0,0,0,0,1,0,0,1,0,0,1,1,66,2
79660.0,1,0,10950.0,0,0,0,0,0,1,0,0,1,1,1,58,2
79150.0,1,1,10500.0,0,1,0,1,1,0,1,1,1,1,1,59,2
79000.0,1,1,8900.0,0,1,0,1,0,0,1,0,1,1,1,60,2
78955.0,1,1,9500.0,0,0,0,1,1,1,1,1,1,1,1,56,2
78750.0,0,1,10950.0,1,1,0,1,0,0,0,0,0,0,0,58,1
78521.0,1,0,7950.0,0,0,0,0,0,1,0,0,0,1,1,67,2
78356.0,1,0,7950.0,0,1,0,1,0,1,0,0,1,1,1,63,2
78076.0,1,0,7950.0,0,0,0,1,0,0,0,0,1,1,1,64,2
78063.0,1,0,9500.0,1,1,0,1,0,1,0,0,1,1,1,60,2
77821.0,1,1,10950.0,0,1,0,1,1,0,1,1,1,1,1,66,2
77695.0,1,0,9750.0,0,1,0,1,0,0,0,0,1,1,0,67,2
77500.0,1,0,9750.0,0,0,0,1,0,1,0,0,1,1,1,64,2
77457.0,1,1,9450.0,0,0,1,1,1,0,1,0,1,1,1,62,2
77029.0,1,0,8950.0,0,0,0,1,0,0,0,0,0,1,1,67,2
77008.0,1,0,8950.0,0,0,0,1,0,0,0,0,1,1,0,67,2
76791.0,1,0,8900.0,0,0,0,1,0,1,1,0,0,1,1,65,2
76700.0,1,0,9950.0,0,0,0,1,0,1,0,0,0,1,1,60,2
76569.0,1,1,8750.0,0,0,0,1,1,0,1,0,0,1,1,66,2
76162.0,1,1,8950.0,0,0,0,1,1,0,1,1,0,1,1,58,2
76155.0,1,0,8990.0,0,1,0,1,0,0,1,0,0,1,1,64,2
75609.0,1,0,8950.0,0,0,0,1,0,0,0,0,1,1,1,60,2
75569.0,1,1,8950.0,0,0,0,1,1,0,1,0,0,1,1,61,1
75429.0,1,1,9950.0,0,0,0,1,1,1,1,1,1,1,1,66,2
75000.0,1,1,9900.0,0,0,0,1,1,0,1,1,0,1,1,67,2
75000.0,1,0,8950.0,0,0,0,0,0,0,1,1,0,1,0,64,2
75000.0,1,0,8950.0,0,1,0,1,0,0,0,0,0,1,1,61,2
74963.0,1,1,9500.0,0,0,0,0,1,0,1,0,0,1,1,65,2
74889.0,1,0,7950.0,0,0,0,1,0,1,0,1,1,1,1,67,2
74875.0,0,1,7750.0,0,0,0,0,0,0,0,0,0,1,1,67,2
74747.0,1,1,8950.0,0,0,0,1,1,0,1,0,0,1,1,62,2
74720.0,1,1,11950.0,1,1,0,1,0,1,0,0,1,1,1,59,2
74457.0,1,1,8950.0,0,0,0,0,1,0,1,1,0,1,1,61,2
74337.0,1,0,11950.0,0,0,0,0,0,1,0,0,0,1,1,59,2
74308.0,1,1,8950.0,0,0,0,0,0,0,0,0,1,1,1,67,2
74193.0,1,0,9950.0,0,1,0,0,0,0,0,0,1,1,0,63,2
74179.0,1,0,8250.0,0,0,0,1,0,0,0,0,0,1,1,64,2
73936.0,1,0,8995.0,0,0,0,1,0,1,1,0,0,1,1,66,2
73894.0,1,1,9995.0,0,1,0,1,1,1,1,1,1,1,1,60,2
73500.0,1,0,9250.0,1,0,0,1,0,0,0,0,0,1,1,63,2
73376.0,1,1,10950.0,0,0,0,0,0,0,1,0,1,1,1,63,2
73300.0,0,0,8900.0,1,0,0,1,0,0,0,1,0,1,0,63,2
73172.0,1,1,9500.0,1,0,0,1,1,0,1,1,0,1,1,57,2
